0.6083354949951172,1020.83 lx
1.6071455478668213,1020.83 lx
2.610330820083618,1021.67 lx
3.625094175338745,1021.67 lx
4.621114015579224,1022.50 lx
5.623128890991211,1021.67 lx
6.618083477020264,1020.00 lx
7.623331069946289,990.00 lx
8.62210750579834,991.67 lx
9.626745462417603,995.00 lx
10.630197286605835,994.17 lx
11.629748582839966,991.67 lx
12.635050058364868,1010.00 lx
13.635797262191772,1022.50 lx
14.64749813079834,1024.17 lx
15.63698410987854,1010.83 lx
16.63916277885437,1014.17 lx
17.64065980911255,1014.17 lx
18.646448612213135,1013.33 lx
19.65320634841919,1012.50 lx
20.648412227630615,950.83 lx
21.65191674232483,1022.50 lx
22.65360975265503,1025.83 lx
23.65538239479065,1026.67 lx
24.654764413833618,1012.50 lx
25.66911029815674,1019.17 lx
26.6581392288208,1020.00 lx
27.66043186187744,1020.00 lx
28.663373470306396,1020.83 lx
29.664493799209595,1020.83 lx
30.666691541671753,1020.00 lx
31.672489881515503,1020.83 lx
32.67042541503906,1020.83 lx
33.67319107055664,1020.83 lx
34.67798686027527,1017.50 lx
35.675381898880005,1008.33 lx
36.68055033683777,1023.33 lx
37.68579912185669,1024.17 lx
38.681209087371826,1011.67 lx
39.686474561691284,1008.33 lx
40.68915796279907,1011.67 lx
41.68796157836914,1012.50 lx
42.69059705734253,1005.83 lx
43.695186138153076,1027.50 lx
44.694626808166504,1026.67 lx
45.69632005691528,1023.33 lx
46.70220685005188,1024.17 lx
47.72842335700989,1024.17 lx
48.70317196846008,1024.17 lx
49.703874826431274,1024.17 lx
50.706480503082275,1027.50 lx
51.719176292419434,1011.67 lx
52.70986080169678,1012.50 lx
53.71179008483887,1009.17 lx
54.714128255844116,1004.17 lx
55.71671986579895,999.17 lx
56.721896171569824,1025.83 lx
57.723525285720825,1027.50 lx
58.73505640029907,1027.50 lx
59.725305795669556,1028.33 lx
60.72933888435364,1028.33 lx
61.730510234832764,1027.50 lx
62.72959089279175,1027.50 lx
63.73119807243347,1024.17 lx
64.73435711860657,1024.17 lx
65.74706506729126,1026.67 lx
66.7442638874054,1026.67 lx
67.7438178062439,1025.00 lx
68.74258804321289,1025.00 lx
69.74439787864685,1025.83 lx
70.74684000015259,1027.50 lx
71.76098990440369,1027.50 lx
72.75182723999023,1026.67 lx
73.75237798690796,1026.67 lx
74.75648260116577,1027.50 lx
75.75723314285278,1026.67 lx
76.76020050048828,1027.50 lx
77.76015877723694,1027.50 lx
78.7644259929657,1027.50 lx
79.76642394065857,1027.50 lx
80.7660710811615,1027.50 lx
81.76751899719238,1027.50 lx
82.77586817741394,1027.50 lx
83.77102041244507,1027.50 lx
84.77301812171936,1026.67 lx
85.77811408042908,1026.67 lx
86.77900290489197,1026.67 lx
87.78140377998352,1026.67 lx
88.78810620307922,1025.83 lx
89.78182816505432,1026.67 lx
90.78414559364319,1027.50 lx
91.79864740371704,1027.50 lx
92.79283452033997,1028.33 lx
93.79007697105408,1028.33 lx
94.79334211349487,1028.33 lx
95.79772710800171,1028.33 lx
96.79919934272766,1027.50 lx
97.8081545829773,1028.33 lx
98.80050897598267,1028.33 lx
99.80318975448608,1028.33 lx
100.80468773841858,1029.17 lx
101.8068778514862,1028.33 lx
102.8174045085907,1029.17 lx
103.81064200401306,1029.17 lx
104.8226637840271,1029.17 lx
105.81492757797241,1029.17 lx
106.82130670547485,1029.17 lx
107.82234215736389,1029.17 lx
108.81992816925049,1029.17 lx
109.82413458824158,1029.17 lx
110.82766079902649,1029.17 lx
111.82782816886902,1030.00 lx
112.82812666893005,1029.17 lx
113.83011817932129,1029.17 lx
114.8317859172821,1030.00 lx
115.83555054664612,1029.17 lx
116.84810876846313,1030.00 lx
117.83807444572449,1030.00 lx
118.84129452705383,1030.00 lx
119.84299612045288,1030.00 lx
