223.96174001693726,"0,206,3342,249,1,0"
540.3248178958893,"0,206,3342,250,1,0"
610.8749220371246,"0,206,3342,249,1,0"
1129.2093918323517,"0,206,3342,250,1,0"
1183.785549879074,"0,206,3342,225,1,0"
1244.3833303451538,"0,206,3342,250,1,0"
1298.9631688594818,"0,206,3342,225,1,0"
1364.1106431484222,"0,206,3342,250,1,0"
1399.4650099277496,"0,205,3352,250,13,7,4"
1449.4916021823883,"0,206,3342,250,1,0"
2172.600211620331,"0,206,3342,250,0,73000"
3339.317352771759,"0,206,3342,227,1,0"
3404.5002739429474,"0,206,3342,250,1,0"
4458.846717119217,"0,206,3342,228,1,0"
4524.04884147644,"0,206,3342,250,1,0"
4644.393647909164,"0,206,3342,228,1,0"
4699.964311122894,"0,206,3342,250,1,0"
7349.821834087372,"0,206,3342,250,0,74000"
12526.066840648651,"0,206,3342,250,0,75000"
13925.668647289276,"0,205,3352,250,13,643,0"
17701.71162891388,"0,206,3342,250,0,76000"
20807.980862140656,"0,206,3342,250,1,2000"
22876.341259002686,"0,206,3342,250,0,77000"
25871.90966653824,"0,206,3342,250,1,3000"
28050.689896821976,"0,206,3342,250,0,78000"
30934.579220294952,"0,206,3342,250,1,4000"
33224.28897881508,"0,206,3342,250,0,79000"
34104.29088306427,"0,205,3352,250,13,4628,6"
35996.591500759125,"0,206,3342,250,1,5000"
38396.20989441872,"0,206,3342,250,0,80000"
41057.97117853165,"0,206,3342,250,1,6000"
43567.72610163689,"0,206,3342,250,0,81000"
46118.62225961685,"0,206,3342,250,1,7000"
48739.052441596985,"0,206,3342,250,0,82000"
51164.223517894745,"0,206,3352,250,1,8000"
56224.75124835968,"0,206,3342,250,1,9000"
58961.186010837555,"0,205,3352,250,13,9542,3"
59082.02260398865,"0,206,3342,250,0,84000"
61288.65856194496,"0,206,3342,250,1,10000"
61995.81337928772,"0,206,3342,250,1,0"
63621.79696106911,"0,206,3342,240,1,0"
63687.24542927742,"0,206,3342,250,1,0"
63803.020347356796,"0,206,3342,240,1,0"
63868.479764938354,"0,206,3342,250,1,0"
64258.369443416595,"0,206,3342,250,0,85000"
64660.755685806274,"0,206,3342,240,1,0"
64721.37958788872,"0,206,3342,250,1,0"
65054.94629430771,"0,206,3342,240,1,0"
65109.93436670303,"0,206,3342,250,1,0"
65210.57999229431,"0,206,3342,240,1,0"
65266.150965452194,"0,206,3342,250,1,0"
65578.96952199936,"0,206,3342,240,1,0"
65624.41794204712,"0,206,3342,250,1,0"
65679.59980869293,"0,206,3342,240,1,0"
65730.12994027138,"0,206,3342,250,1,0"
