223.96174001693726,0,206,3342,249,1,0,-1
540.3248178958893,0,206,3342,250,1,0,-1
610.8749220371246,0,206,3342,249,1,0,-1
1129.2093918323517,0,206,3342,250,1,0,-1
1183.785549879074,0,206,3342,225,1,0,-1
1244.3833303451538,0,206,3342,250,1,0,-1
1298.9631688594818,0,206,3342,225,1,0,-1
1364.1106431484222,0,206,3342,250,1,0,-1
1399.4650099277496,0,205,3352,250,13,7,4
1449.4916021823883,0,206,3342,250,1,0,-1
2172.600211620331,0,206,3342,250,0,73000,-1
3339.317352771759,0,206,3342,227,1,0,-1
3404.5002739429474,0,206,3342,250,1,0,-1
4458.846717119217,0,206,3342,228,1,0,-1
4524.04884147644,0,206,3342,250,1,0,-1
4644.393647909164,0,206,3342,228,1,0,-1
4699.964311122894,0,206,3342,250,1,0,-1
7349.821834087372,0,206,3342,250,0,74000,-1
12526.066840648651,0,206,3342,250,0,75000,-1
13925.668647289276,0,205,3352,250,13,643,0
17701.71162891388,0,206,3342,250,0,76000,-1
20807.980862140656,0,206,3342,250,1,2000,-1
22876.341259002686,0,206,3342,250,0,77000,-1
25871.90966653824,0,206,3342,250,1,3000,-1
28050.689896821976,0,206,3342,250,0,78000,-1
30934.579220294952,0,206,3342,250,1,4000,-1
33224.28897881508,0,206,3342,250,0,79000,-1
34104.29088306427,0,205,3352,250,13,4628,6
35996.591500759125,0,206,3342,250,1,5000,-1
38396.20989441872,0,206,3342,250,0,80000,-1
41057.97117853165,0,206,3342,250,1,6000,-1
43567.72610163689,0,206,3342,250,0,81000,-1
46118.62225961685,0,206,3342,250,1,7000,-1
48739.052441596985,0,206,3342,250,0,82000,-1
51164.223517894745,0,206,3352,250,1,8000,-1
56224.75124835968,0,206,3342,250,1,9000,-1
58961.186010837555,0,205,3352,250,13,9542,3
59082.02260398865,0,206,3342,250,0,84000,-1
61288.65856194496,0,206,3342,250,1,10000,-1
61995.81337928772,0,206,3342,250,1,0,-1
63621.79696106911,0,206,3342,240,1,0,-1
63687.24542927742,0,206,3342,250,1,0,-1
63803.020347356796,0,206,3342,240,1,0,-1
63868.479764938354,0,206,3342,250,1,0,-1
64258.369443416595,0,206,3342,250,0,85000,-1
64660.755685806274,0,206,3342,240,1,0,-1
64721.37958788872,0,206,3342,250,1,0,-1
65054.94629430771,0,206,3342,240,1,0,-1
65109.93436670303,0,206,3342,250,1,0,-1
65210.57999229431,0,206,3342,240,1,0,-1
65266.150965452194,0,206,3342,250,1,0,-1
65578.96952199936,0,206,3342,240,1,0,-1
65624.41794204712,0,206,3342,250,1,0,-1
65679.59980869293,0,206,3342,240,1,0,-1
65730.12994027138,0,206,3342,250,1,0,-1
65835.81400156021,0,206,3342,240,1,0,-1
65896.43105173111,0,206,3342,250,1,0,-1
65951.59685516357,0,206,3342,240,1,0,-1
66047.60582137108,0,206,3342,250,1,0,-1
66102.75803565979,0,206,3342,240,1,0,-1
66143.19244170189,0,206,3342,250,1,0,-1
66198.37787151337,0,206,3342,240,1,0,-1
66243.83382225037,0,206,3342,250,1,0,-1
66298.99091792107,0,206,3342,240,1,0,-1
66344.47390627861,0,206,3342,250,1,0,-1
66450.1598687172,0,206,3342,240,1,0,-1
66495.62801074982,0,206,3342,250,1,0,-1
66646.79984784126,0,206,3342,240,1,0,-1
66671.86595320702,0,206,3342,245,1,0,-1
66717.24527454376,0,206,3342,250,1,0,-1
66964.39412021637,0,206,3342,240,1,0,-1
67004.80479073524,0,206,3342,250,1,0,-1
67863.298671484,0,206,3342,240,1,0,-1
67908.76829218864,0,206,3342,250,1,0,-1
68105.39349889755,0,206,3342,240,1,0,-1
68155.92106127739,0,206,3342,250,1,0,-1
68392.9837884903,0,206,3342,240,1,0,-1
68443.49319911003,0,206,3342,250,1,0,-1
68685.59157562256,0,206,3342,240,1,0,-1
68731.07344460487,0,206,3342,250,1,0,-1
68922.65219712257,0,206,3342,240,1,0,-1
68968.13317084312,0,206,3342,250,1,0,-1
69301.18240761757,0,206,3342,240,1,0,-1
69356.74330615997,0,206,3342,250,1,0,-1
69436.49860310555,0,206,3342,250,0,86000,-1
69492.7693824768,0,206,3342,240,1,0,-1
69538.23733019829,0,206,3342,250,1,0,-1
69942.03585767746,0,206,3342,240,1,0,-1
69982.44223570824,0,206,3342,250,1,0,-1
